#    tubos              int1              int2             int3
-18552.182210		-21935.557553	  0		  0 		   #Teste	
-18552.791522             0                -21936.026087    -21935.963440  #bnt80
-19020.605922          -22404.675351       -22404.131978    -22404.193127  #con80
# -19198.207780        -22582.086463       -22581.893724     0             #cob80
-19194.150016          -22404.675351       -22404.131978    -22404.193127  #con80
-19328.062918          -22708.166254       -22708.129511    -22708.077341  #bnt55 
-19973.460675          -23176.734414       -23176.325819    -23176.330827  #con55
